CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
1716505,NO,17,TO,Pedro Afonso,13288,3 - 10001 até 20000
1716604,NO,17,TO,Peixe,11591,3 - 10001 até 20000
1716653,NO,17,TO,Pequizeiro,5453,2 - 5001 até 10000
1716703,NO,17,TO,Colméia,8409,2 - 5001 até 10000
1717008,NO,17,TO,Pindorama do Tocantins,4520,1 - Até 5000
1717206,NO,17,TO,Piraquê,3044,1 - Até 5000
1717503,NO,17,TO,Pium,7536,2 - 5001 até 10000
1717800,NO,17,TO,Ponte Alta do Bom Jesus,4645,1 - Até 5000
1717909,NO,17,TO,Ponte Alta do Tocantins,7949,2 - 5001 até 10000
1718006,NO,17,TO,Porto Alegre do Tocantins,3102,1 - Até 5000
1718204,NO,17,TO,Porto Nacional,52828,5 - 50001 até 100000
1718303,NO,17,TO,Praia Norte,8365,2 - 5001 até 10000
1718402,NO,17,TO,Presidente Kennedy,3733,1 - Até 5000
1718451,NO,17,TO,Pugmil,2650,1 - Até 5000
1718501,NO,17,TO,Recursolândia,4230,1 - Até 5000
1718550,NO,17,TO,Riachinho,4601,1 - Até 5000
1718659,NO,17,TO,Rio da Conceição,2061,1 - Até 5000
1718709,NO,17,TO,Rio dos Bois,2810,1 - Até 5000
1718758,NO,17,TO,Rio Sono,6512,2 - 5001 até 10000
1718808,NO,17,TO,Sampaio,4579,1 - Até 5000
1718840,NO,17,TO,Sandolândia,3410,1 - Até 5000
1718865,NO,17,TO,Santa Fé do Araguaia,7402,2 - 5001 até 10000
1718881,NO,17,TO,Santa Maria do Tocantins,3356,1 - Até 5000
1718899,NO,17,TO,Santa Rita do Tocantins,2343,1 - Até 5000
1718907,NO,17,TO,Santa Rosa do Tocantins,4833,1 - Até 5000
1719004,NO,17,TO,Santa Tereza do Tocantins,2825,1 - Até 5000
1720002,NO,17,TO,Santa Terezinha do Tocantins,2550,1 - Até 5000
1720101,NO,17,TO,São Bento do Tocantins,5231,2 - 5001 até 10000
1720150,NO,17,TO,São Félix do Tocantins,1571,1 - Até 5000
1720200,NO,17,TO,São Miguel do Tocantins,11906,3 - 10001 até 20000
1720259,NO,17,TO,São Salvador do Tocantins,3084,1 - Até 5000
1720309,NO,17,TO,São Sebastião do Tocantins,4749,1 - Até 5000
1720499,NO,17,TO,São Valério,4111,1 - Até 5000
1720655,NO,17,TO,Silvanópolis,5399,2 - 5001 até 10000
1720804,NO,17,TO,Sítio Novo do Tocantins,9192,2 - 5001 até 10000
1720853,NO,17,TO,Sucupira,1941,1 - Até 5000
1720903,NO,17,TO,Taguatinga,16530,3 - 10001 até 20000
1720937,NO,17,TO,Taipas do Tocantins,2130,1 - Até 5000
1720978,NO,17,TO,Talismã,2777,1 - Até 5000
1721000,NO,17,TO,Palmas,286787,6 - 100001 até 500000
1721109,NO,17,TO,Tocantínia,7460,2 - 5001 até 10000
1721208,NO,17,TO,Tocantinópolis,23119,4 - 20001 até 50000
1721257,NO,17,TO,Tupirama,1843,1 - Até 5000
1721307,NO,17,TO,Tupiratins,2574,1 - Até 5000
1722081,NO,17,TO,Wanderlândia,11677,3 - 10001 até 20000
1722107,NO,17,TO,Xambioá,11683,3 - 10001 até 20000
2100055,NE,21,MA,Açailândia,111339,6 - 100001 até 500000
2100105,NE,21,MA,Afonso Cunha,6486,2 - 5001 até 10000
2100154,NE,21,MA,Água Doce do Maranhão,12457,3 - 10001 até 20000
2100204,NE,21,MA,Alcântara,21673,4 - 20001 até 50000
2100303,NE,21,MA,Aldeias Altas,26387,4 - 20001 até 50000
2100402,NE,21,MA,Altamira do Maranhão,8070,2 - 5001 até 10000
2100436,NE,21,MA,Alto Alegre do Maranhão,26872,4 - 20001 até 50000
2100477,NE,21,MA,Alto Alegre do Pindaré,31312,4 - 20001 até 50000
2100501,NE,21,MA,Alto Parnaíba,11001,3 - 10001 até 20000
2100550,NE,21,MA,Amapá do Maranhão,6895,2 - 5001 até 10000
2100600,NE,21,MA,Amarante do Maranhão,41106,4 - 20001 até 50000
2100709,NE,21,MA,Anajatuba,27352,4 - 20001 até 50000
2100808,NE,21,MA,Anapurus,15696,3 - 10001 até 20000
2100832,NE,21,MA,Apicum-Açu,18374,3 - 10001 até 20000
2100873,NE,21,MA,Araguanã,15332,3 - 10001 até 20000
2100907,NE,21,MA,Araioses,46074,4 - 20001 até 50000
2100956,NE,21,MA,Arame,32145,4 - 20001 até 50000
2101004,NE,21,MA,Arari,29388,4 - 20001 até 50000
2101103,NE,21,MA,Axixá,11975,3 - 10001 até 20000
2101202,NE,21,MA,Bacabal,103359,6 - 100001 até 500000
2101251,NE,21,MA,Bacabeira,17053,3 - 10001 até 20000
2101301,NE,21,MA,Bacuri,17435,3 - 10001 até 20000
2101350,NE,21,MA,Bacurituba,5574,2 - 5001 até 10000
2101400,NE,21,MA,Balsas,94779,5 - 50001 até 100000
2101509,NE,21,MA,Barão de Grajaú,18619,3 - 10001 até 20000
2101608,NE,21,MA,Barra do Corda,87135,5 - 50001 até 100000
2101707,NE,21,MA,Barreirinhas,62458,5 - 50001 até 100000
2101731,NE,21,MA,Belágua,7422,2 - 5001 até 10000
2101772,NE,21,MA,Bela Vista do Maranhão,11103,3 - 10001 até 20000
2101806,NE,21,MA,Benedito Leite,5528,2 - 5001 até 10000
2101905,NE,21,MA,Bequimão,20881,4 - 20001 até 50000
2101939,NE,21,MA,Bernardo do Mearim,5973,2 - 5001 até 10000
2101970,NE,21,MA,Boa Vista do Gurupi,9320,2 - 5001 até 10000
2102002,NE,21,MA,Bom Jardim,41120,4 - 20001 até 50000
2102036,NE,21,MA,Bom Jesus das Selvas,34278,4 - 20001 até 50000
2102077,NE,21,MA,Bom Lugar,16214,3 - 10001 até 20000
2102101,NE,21,MA,Brejo,36102,4 - 20001 até 50000
2102150,NE,21,MA,Brejo de Areia,8696,2 - 5001 até 10000
2102200,NE,21,MA,Buriti,28306,4 - 20001 até 50000
2102309,NE,21,MA,Buriti Bravo,23495,4 - 20001 até 50000
2102325,NE,21,MA,Buriticupu,71979,5 - 50001 até 100000
2102358,NE,21,MA,Buritirana,15180,3 - 10001 até 20000
2102374,NE,21,MA,Cachoeira Grande,8930,2 - 5001 até 10000
2102408,NE,21,MA,Cajapió,11019,3 - 10001 até 20000
2102507,NE,21,MA,Cajari,19110,3 - 10001 até 20000
2102556,NE,21,MA,Campestre do Maranhão,14219,3 - 10001 até 20000
2102606,NE,21,MA,Cândido Mendes,19943,3 - 10001 até 20000
2102705,NE,21,MA,Cantanhede,21759,4 - 20001 até 50000
2102754,NE,21,MA,Capinzal do Norte,10713,3 - 10001 até 20000
2102804,NE,21,MA,Carolina,23803,4 - 20001 até 50000
2102903,NE,21,MA,Carutapera,23576,4 - 20001 até 50000
2103000,NE,21,MA,Caxias,162657,6 - 100001 até 500000
2103109,NE,21,MA,Cedral,10490,3 - 10001 até 20000
2103125,NE,21,MA,Central do Maranhão,8615,2 - 5001 até 10000
2103158,NE,21,MA,Centro do Guilherme,13555,3 - 10001 até 20000
2103174,NE,21,MA,Centro Novo do Maranhão,21565,4 - 20001 até 50000
2103208,NE,21,MA,Chapadinha,78965,5 - 50001 até 100000
2103257,NE,21,MA,Cidelândia,14539,3 - 10001 até 20000
2103307,NE,21,MA,Codó,120810,6 - 100001 até 500000
2103406,NE,21,MA,Coelho Neto,48756,4 - 20001 até 50000
2103505,NE,21,MA,Colinas,40575,4 - 20001 até 50000
2103554,NE,21,MA,Conceição do Lago-Açu,16192,3 - 10001 até 20000
2103604,NE,21,MA,Coroatá,64403,5 - 50001 até 100000
2103703,NE,21,MA,Cururupu,30706,4 - 20001 até 50000
2103752,NE,21,MA,Davinópolis,12659,3 - 10001 até 20000
2103802,NE,21,MA,Dom Pedro,22912,4 - 20001 até 50000
2103901,NE,21,MA,Duque Bacelar,11208,3 - 10001 até 20000
2104008,NE,21,MA,Esperantinópolis,16653,3 - 10001 até 20000
2104057,NE,21,MA,Estreito,42110,4 - 20001 até 50000
2104073,NE,21,MA,Feira Nova do Maranhão,8372,2 - 5001 até 10000
2104081,NE,21,MA,Fernando Falcão,10326,3 - 10001 até 20000
2104099,NE,21,MA,Formosa da Serra Negra,18997,3 - 10001 até 20000
2104107,NE,21,MA,Fortaleza dos Nogueiras,12403,3 - 10001 até 20000
2104206,NE,21,MA,Fortuna,15262,3 - 10001 até 20000
2104305,NE,21,MA,Godofredo Viana,11830,3 - 10001 até 20000
2104404,NE,21,MA,Gonçalves Dias,17586,3 - 10001 até 20000
2104503,NE,21,MA,Governador Archer,10700,3 - 10001 até 20000
2104552,NE,21,MA,Governador Edison Lobão,18316,3 - 10001 até 20000
2104602,NE,21,MA,Governador Eugênio Barros,16582,3 - 10001 até 20000
2104628,NE,21,MA,Governador Luiz Rocha,7708,2 - 5001 até 10000
2104651,NE,21,MA,Governador Newton Bello,9921,2 - 5001 até 10000
2104677,NE,21,MA,Governador Nunes Freire,24991,4 - 20001 até 50000
2104701,NE,21,MA,Graça Aranha,6134,2 - 5001 até 10000
2104800,NE,21,MA,Grajaú,69232,5 - 50001 até 100000
2104909,NE,21,MA,Guimarães,11728,3 - 10001 até 20000
2105005,NE,21,MA,Humberto de Campos,28509,4 - 20001 até 50000
2105104,NE,21,MA,Icatu,26835,4 - 20001 até 50000
2105153,NE,21,MA,Igarapé do Meio,14147,3 - 10001 até 20000
2105203,NE,21,MA,Igarapé Grande,11206,3 - 10001 até 20000
2105302,NE,21,MA,Imperatriz,254569,6 - 100001 até 500000
2105351,NE,21,MA,Itaipava do Grajaú,16009,3 - 10001 até 20000
2105401,NE,21,MA,Itapecuru Mirim,67726,5 - 50001 até 100000
2105427,NE,21,MA,Itinga do Maranhão,25589,4 - 20001 até 50000
2105450,NE,21,MA,Jatobá,10221,3 - 10001 até 20000
2105476,NE,21,MA,Jenipapo dos Vieiras,16321,3 - 10001 até 20000
2105500,NE,21,MA,João Lisboa,23042,4 - 20001 até 50000
2105609,NE,21,MA,Joselândia,15891,3 - 10001 até 20000
2105658,NE,21,MA,Junco do Maranhão,3237,1 - Até 5000
2105708,NE,21,MA,Lago da Pedra,49856,4 - 20001 até 50000
2105807,NE,21,MA,Lago do Junco,10672,3 - 10001 até 20000
2105906,NE,21,MA,Lago Verde,16025,3 - 10001 até 20000
2105922,NE,21,MA,Lagoa do Mato,11048,3 - 10001 até 20000
2105948,NE,21,MA,Lago dos Rodrigues,8664,2 - 5001 até 10000
2105963,NE,21,MA,Lagoa Grande do Maranhão,11286,3 - 10001 até 20000
2105989,NE,21,MA,Lajeado Novo,7489,2 - 5001 até 10000
2106003,NE,21,MA,Lima Campos,11695,3 - 10001 até 20000
2106102,NE,21,MA,Loreto,12009,3 - 10001 até 20000
2106201,NE,21,MA,Luís Domingues,6867,2 - 5001 até 10000
2106300,NE,21,MA,Magalhães de Almeida,19779,3 - 10001 até 20000
2106326,NE,21,MA,Maracaçumé,21293,4 - 20001 até 50000
2106359,NE,21,MA,Marajá do Sena,7604,2 - 5001 até 10000
2106375,NE,21,MA,Maranhãozinho,16366,3 - 10001 até 20000
2106409,NE,21,MA,Mata Roma,16745,3 - 10001 até 20000
2106508,NE,21,MA,Matinha,23091,4 - 20001 até 50000
2106607,NE,21,MA,Matões,33374,4 - 20001 até 50000
2106631,NE,21,MA,Matões do Norte,16908,3 - 10001 até 20000
2106672,NE,21,MA,Milagres do Maranhão,8326,2 - 5001 até 10000
2106706,NE,21,MA,Mirador,20613,4 - 20001 até 50000
2106755,NE,21,MA,Miranda do Norte,28456,4 - 20001 até 50000
2106805,NE,21,MA,Mirinzal,14744,3 - 10001 até 20000
2106904,NE,21,MA,Monção,33156,4 - 20001 até 50000
2107001,NE,21,MA,Montes Altos,8889,2 - 5001 até 10000
2107100,NE,21,MA,Morros,19282,3 - 10001 até 20000
2107209,NE,21,MA,Nina Rodrigues,14489,3 - 10001 até 20000
2107258,NE,21,MA,Nova Colinas,5350,2 - 5001 até 10000
2107308,NE,21,MA,Nova Iorque,4586,1 - Até 5000
2107357,NE,21,MA,Nova Olinda do Maranhão,20768,4 - 20001 até 50000
2107407,NE,21,MA,Olho dÁgua das Cunhãs,19206,3 - 10001 até 20000
2107456,NE,21,MA,Olinda Nova do Maranhão,14637,3 - 10001 até 20000
2107506,NE,21,MA,Paço do Lumiar,122420,6 - 100001 até 500000
2107605,NE,21,MA,Palmeirândia,19424,3 - 10001 até 20000
2107704,NE,21,MA,Paraibano,21116,4 - 20001 até 50000
2107803,NE,21,MA,Parnarama,34375,4 - 20001 até 50000
2107902,NE,21,MA,Passagem Franca,18839,3 - 10001 até 20000
2108009,NE,21,MA,Pastos Bons,19271,3 - 10001 até 20000
2108058,NE,21,MA,Paulino Neves,15937,3 - 10001 até 20000
2108108,NE,21,MA,Paulo Ramos,20657,4 - 20001 até 50000
2108207,NE,21,MA,Pedreiras,38365,4 - 20001 até 50000
2108256,NE,21,MA,Pedro do Rosário,25000,4 - 20001 até 50000
2108306,NE,21,MA,Penalva,38144,4 - 20001 até 50000
2108405,NE,21,MA,Peri Mirim,14074,3 - 10001 até 20000
2108454,NE,21,MA,Peritoró,23019,4 - 20001 até 50000
2108504,NE,21,MA,Pindaré-Mirim,32488,4 - 20001 até 50000
2108603,NE,21,MA,Pinheiro,82374,5 - 50001 até 100000
2108702,NE,21,MA,Pio XII,20861,4 - 20001 até 50000
2108801,NE,21,MA,Pirapemas,18413,3 - 10001 até 20000
2108900,NE,21,MA,Poção de Pedras,17023,3 - 10001 até 20000
2109007,NE,21,MA,Porto Franco,23760,4 - 20001 até 50000
2109056,NE,21,MA,Porto Rico do Maranhão,5819,2 - 5001 até 10000
2109106,NE,21,MA,Presidente Dutra,47239,4 - 20001 até 50000
2109205,NE,21,MA,Presidente Juscelino,12656,3 - 10001 até 20000
2109239,NE,21,MA,Presidente Médici,6968,2 - 5001 até 10000
2109270,NE,21,MA,Presidente Sarney,18797,3 - 10001 até 20000
2109304,NE,21,MA,Presidente Vargas,11474,3 - 10001 até 20000
2109403,NE,21,MA,Primeira Cruz,15207,3 - 10001 até 20000
2109452,NE,21,MA,Raposa,30863,4 - 20001 até 50000
2109502,NE,21,MA,Riachão,19701,3 - 10001 até 20000
2109551,NE,21,MA,Ribamar Fiquene,7691,2 - 5001 até 10000
2109601,NE,21,MA,Rosário,42314,4 - 20001 até 50000
2109700,NE,21,MA,Sambaíba,5568,2 - 5001 até 10000
2109759,NE,21,MA,Santa Filomena do Maranhão,7708,2 - 5001 até 10000
2109809,NE,21,MA,Santa Helena,41891,4 - 20001 até 50000
2109908,NE,21,MA,Santa Inês,88013,5 - 50001 até 100000
2110005,NE,21,MA,Santa Luzia,71576,5 - 50001 até 100000
2110039,NE,21,MA,Santa Luzia do Paruá,24946,4 - 20001 até 50000
2110104,NE,21,MA,Santa Quitéria do Maranhão,25334,4 - 20001 até 50000
2110203,NE,21,MA,Santa Rita,37090,4 - 20001 até 50000
2110237,NE,21,MA,Santana do Maranhão,13395,3 - 10001 até 20000
2110278,NE,21,MA,Santo Amaro do Maranhão,15853,3 - 10001 até 20000
2110302,NE,21,MA,Santo Antônio dos Lopes,14222,3 - 10001 até 20000
2110401,NE,21,MA,São Benedito do Rio Preto,18377,3 - 10001 até 20000
2110500,NE,21,MA,São Bento,46039,4 - 20001 até 50000
2110609,NE,21,MA,São Bernardo,28208,4 - 20001 até 50000
2110658,NE,21,MA,São Domingos do Azeitão,7291,2 - 5001 até 10000
2110708,NE,21,MA,São Domingos do Maranhão,33691,4 - 20001 até 50000
2110807,NE,21,MA,São Félix de Balsas,4453,1 - Até 5000
2110856,NE,21,MA,São Francisco do Brejão,11808,3 - 10001 até 20000
2110906,NE,21,MA,São Francisco do Maranhão,11976,3 - 10001 até 20000
2111003,NE,21,MA,São João Batista,20307,4 - 20001 até 50000
2111029,NE,21,MA,São João do Carú,15450,3 - 10001 até 20000
2111052,NE,21,MA,São João do Paraíso,10977,3 - 10001 até 20000
2111078,NE,21,MA,São João do Soter,18345,3 - 10001 até 20000
2111102,NE,21,MA,São João dos Patos,25520,4 - 20001 até 50000
2111201,NE,21,MA,São José de Ribamar,176418,6 - 100001 até 500000
2111250,NE,21,MA,São José dos Basílios,7484,2 - 5001 até 10000
2111300,NE,21,MA,São Luís,1091868,7 - Maior que 500000
2111409,NE,21,MA,São Luís Gonzaga do Maranhão,18247,3 - 10001 até 20000
2111508,NE,21,MA,São Mateus do Maranhão,40992,4 - 20001 até 50000
2111532,NE,21,MA,São Pedro da Água Branca,12511,3 - 10001 até 20000
2111573,NE,21,MA,São Pedro dos Crentes,4601,1 - Até 5000
2111607,NE,21,MA,São Raimundo das Mangabeiras,18680,3 - 10001 até 20000
2111631,NE,21,MA,São Raimundo do Doca Bezerra,4946,1 - Até 5000
2111672,NE,21,MA,São Roberto,6704,2 - 5001 até 10000
2111706,NE,21,MA,São Vicente Ferrer,20913,4 - 20001 até 50000
2111722,NE,21,MA,Satubinha,13949,3 - 10001 até 20000
2111748,NE,21,MA,Senador Alexandre Costa,11042,3 - 10001 até 20000
2111763,NE,21,MA,Senador La Rocque,13877,3 - 10001 até 20000
2111789,NE,21,MA,Serrano do Maranhão,11040,3 - 10001 até 20000
2111805,NE,21,MA,Sítio Novo,17851,3 - 10001 até 20000
2111904,NE,21,MA,Sucupira do Norte,10416,3 - 10001 até 20000
2111953,NE,21,MA,Sucupira do Riachão,5571,2 - 5001 até 10000
2112001,NE,21,MA,Tasso Fragoso,8455,2 - 5001 até 10000
2112100,NE,21,MA,Timbiras,28635,4 - 20001 até 50000
2112209,NE,21,MA,Timon,167619,6 - 100001 até 500000
2112233,NE,21,MA,Trizidela do Vale,21749,4 - 20001 até 50000
2112274,NE,21,MA,Tufilândia,5746,2 - 5001 até 10000
2112308,NE,21,MA,Tuntum,41342,4 - 20001 até 50000
2112407,NE,21,MA,Turiaçu,35063,4 - 20001 até 50000
2112456,NE,21,MA,Turilândia,25533,4 - 20001 até 50000
2112506,NE,21,MA,Tutóia,58605,5 - 50001 até 100000
2112605,NE,21,MA,Urbano Santos,33038,4 - 20001 até 50000
2112704,NE,21,MA,Vargem Grande,56511,5 - 50001 até 100000
2112803,NE,21,MA,Viana,51738,5 - 50001 até 100000
2112852,NE,21,MA,Vila Nova dos Martírios,13480,3 - 10001 até 20000
2112902,NE,21,MA,Vitória do Mearim,32267,4 - 20001 até 50000
2113009,NE,21,MA,Vitorino Freire,30879,4 - 20001 até 50000
2114007,NE,21,MA,Zé Doca,51084,5 - 50001 até 100000
2200053,NE,22,PI,Acauã,6966,2 - 5001 até 10000
2200103,NE,22,PI,Agricolândia,5062,2 - 5001 até 10000
2200202,NE,22,PI,Água Branca,17119,3 - 10001 até 20000
2200251,NE,22,PI,Alagoinha do Piauí,7526,2 - 5001 até 10000
2200277,NE,22,PI,Alegrete do Piauí,4838,1 - Até 5000
2200301,NE,22,PI,Alto Longá,14070,3 - 10001 até 20000
2200400,NE,22,PI,Altos,39864,4 - 20001 até 50000
2200459,NE,22,PI,Alvorada do Gurguéia,5326,2 - 5001 até 10000
2200509,NE,22,PI,Amarante,17322,3 - 10001 até 20000
2200608,NE,22,PI,Angical do Piauí,6684,2 - 5001 até 10000
2200707,NE,22,PI,Anísio de Abreu,9705,2 - 5001 até 10000
2200806,NE,22,PI,Antônio Almeida,3114,1 - Até 5000
2200905,NE,22,PI,Aroazes,5748,2 - 5001 até 10000
2200954,NE,22,PI,Aroeiras do Itaim,2511,1 - Até 5000
2201002,NE,22,PI,Arraial,4656,1 - Até 5000
2201051,NE,22,PI,Assunção do Piauí,7717,2 - 5001 até 10000
2201101,NE,22,PI,Avelino Lopes,11503,3 - 10001 até 20000
2201150,NE,22,PI,Baixa Grande do Ribeiro,11375,3 - 10001 até 20000
2201176,NE,22,PI,Barra DAlcântara,3889,1 - Até 5000
2201200,NE,22,PI,Barras,46291,4 - 20001 até 50000
2201309,NE,22,PI,Barreiras do Piauí,3294,1 - Até 5000
2201408,NE,22,PI,Barro Duro,6925,2 - 5001 até 10000
2201507,NE,22,PI,Batalha,26421,4 - 20001 até 50000
2201556,NE,22,PI,Bela Vista do Piauí,3947,1 - Até 5000
2201572,NE,22,PI,Belém do Piauí,3503,1 - Até 5000
2201606,NE,22,PI,Beneditinos,10037,3 - 10001 até 20000
2201705,NE,22,PI,Bertolínia,5413,2 - 5001 até 10000
2201739,NE,22,PI,Betânia do Piauí,6106,2 - 5001 até 10000
2201770,NE,22,PI,Boa Hora,6663,2 - 5001 até 10000
2201804,NE,22,PI,Bocaina,4428,1 - Até 5000
2201903,NE,22,PI,Bom Jesus,24711,4 - 20001 até 50000
2201919,NE,22,PI,Bom Princípio do Piauí,5535,2 - 5001 até 10000
2201929,NE,22,PI,Bonfim do Piauí,5577,2 - 5001 até 10000
2201945,NE,22,PI,Boqueirão do Piauí,6300,2 - 5001 até 10000
2201960,NE,22,PI,Brasileira,8192,2 - 5001 até 10000
2201988,NE,22,PI,Brejo do Piauí,3823,1 - Até 5000
2202000,NE,22,PI,Buriti dos Lopes,19464,3 - 10001 até 20000
2202026,NE,22,PI,Buriti dos Montes,8108,2 - 5001 até 10000
2202059,NE,22,PI,Cabeceiras do Piauí,10406,3 - 10001 até 20000
2202075,NE,22,PI,Cajazeiras do Piauí,3497,1 - Até 5000
2202083,NE,22,PI,Cajueiro da Praia,7510,2 - 5001 até 10000
2202091,NE,22,PI,Caldeirão Grande do Piauí,5684,2 - 5001 até 10000
2202109,NE,22,PI,Campinas do Piauí,5522,2 - 5001 até 10000
2202117,NE,22,PI,Campo Alegre do Fidalgo,4957,1 - Até 5000
2202133,NE,22,PI,Campo Grande do Piauí,5842,2 - 5001 até 10000
2202174,NE,22,PI,Campo Largo do Piauí,7154,2 - 5001 até 10000
2202208,NE,22,PI,Campo Maior,46082,4 - 20001 até 50000
2202251,NE,22,PI,Canavieira,3892,1 - Até 5000
2202307,NE,22,PI,Canto do Buriti,20831,4 - 20001 até 50000
2202406,NE,22,PI,Capitão de Campos,11229,3 - 10001 até 20000
2202455,NE,22,PI,Capitão Gervásio Oliveira,4033,1 - Até 5000
2202505,NE,22,PI,Caracol,10729,3 - 10001 até 20000
2202539,NE,22,PI,Caraúbas do Piauí,5769,2 - 5001 até 10000
2202554,NE,22,PI,Caridade do Piauí,4982,1 - Até 5000
2202604,NE,22,PI,Castelo do Piauí,19410,3 - 10001 até 20000
2202653,NE,22,PI,Caxingó,5330,2 - 5001 até 10000
2202703,NE,22,PI,Cocal,27338,4 - 20001 até 50000
2202711,NE,22,PI,Cocal de Telha,4812,1 - Até 5000
2202729,NE,22,PI,Cocal dos Alves,6054,2 - 5001 até 10000
2202737,NE,22,PI,Coivaras,3953,1 - Até 5000
2202752,NE,22,PI,Colônia do Gurguéia,6372,2 - 5001 até 10000
2202778,NE,22,PI,Colônia do Piauí,7536,2 - 5001 até 10000
2202802,NE,22,PI,Conceição do Canindé,4726,1 - Até 5000
2202851,NE,22,PI,Coronel José Dias,4608,1 - Até 5000
2202901,NE,22,PI,Corrente,26205,4 - 20001 até 50000
2203008,NE,22,PI,Cristalândia do Piauí,8154,2 - 5001 até 10000
2203107,NE,22,PI,Cristino Castro,10253,3 - 10001 até 20000
2203206,NE,22,PI,Curimatá,11190,3 - 10001 até 20000
2203230,NE,22,PI,Currais,4871,1 - Até 5000
2203255,NE,22,PI,Curralinhos,4367,1 - Até 5000
2203271,NE,22,PI,Curral Novo do Piauí,5251,2 - 5001 até 10000
2203305,NE,22,PI,Demerval Lobão,13595,3 - 10001 até 20000
2203354,NE,22,PI,Dirceu Arcoverde,6896,2 - 5001 até 10000
2203404,NE,22,PI,Dom Expedito Lopes,6790,2 - 5001 até 10000
2203420,NE,22,PI,Domingos Mourão,4287,1 - Até 5000
2203453,NE,22,PI,Dom Inocêncio,9404,2 - 5001 até 10000
2203503,NE,22,PI,Elesbão Veloso,14383,3 - 10001 até 20000
2203602,NE,22,PI,Eliseu Martins,4834,1 - Até 5000
2203701,NE,22,PI,Esperantina,39078,4 - 20001 até 50000
2203750,NE,22,PI,Fartura do Piauí,5220,2 - 5001 até 10000
2203800,NE,22,PI,Flores do Piauí,4393,1 - Até 5000
2203859,NE,22,PI,Floresta do Piauí,2518,1 - Até 5000
2203909,NE,22,PI,Floriano,58969,5 - 50001 até 100000
2204006,NE,22,PI,Francinópolis,5264,2 - 5001 até 10000
2204105,NE,22,PI,Francisco Ayres,4288,1 - Até 5000
2204154,NE,22,PI,Francisco Macedo,3128,1 - Até 5000
2204204,NE,22,PI,Francisco Santos,9154,2 - 5001 até 10000
2204303,NE,22,PI,Fronteiras,11432,3 - 10001 até 20000
2204352,NE,22,PI,Geminiano,5352,2 - 5001 até 10000
2204402,NE,22,PI,Gilbués,10522,3 - 10001 até 20000
2204501,NE,22,PI,Guadalupe,10335,3 - 10001 até 20000
2204550,NE,22,PI,Guaribas,4489,1 - Até 5000
2204600,NE,22,PI,Hugo Napoleão,3816,1 - Até 5000
2204659,NE,22,PI,Ilha Grande,9268,2 - 5001 até 10000
2204709,NE,22,PI,Inhuma,15065,3 - 10001 até 20000
2204808,NE,22,PI,Ipiranga do Piauí,9649,2 - 5001 até 10000
2204907,NE,22,PI,Isaías Coelho,8428,2 - 5001 até 10000
2205003,NE,22,PI,Itainópolis,11343,3 - 10001 até 20000
2205102,NE,22,PI,Itaueira,10845,3 - 10001 até 20000
2205151,NE,22,PI,Jacobina do Piauí,5656,2 - 5001 até 10000
2205201,NE,22,PI,Jaicós,18782,3 - 10001 até 20000
2205250,NE,22,PI,Jardim do Mulato,4430,1 - Até 5000
2205276,NE,22,PI,Jatobá do Piauí,4786,1 - Até 5000
2205300,NE,22,PI,Jerumenha,4384,1 - Até 5000
2205359,NE,22,PI,João Costa,2961,1 - Até 5000
2205409,NE,22,PI,Joaquim Pires,14123,3 - 10001 até 20000
2205458,NE,22,PI,Joca Marques,5350,2 - 5001 até 10000
2205508,NE,22,PI,José de Freitas,38550,4 - 20001 até 50000
2205516,NE,22,PI,Juazeiro do Piauí,5391,2 - 5001 até 10000
2205524,NE,22,PI,Júlio Borges,5534,2 - 5001 até 10000
2205532,NE,22,PI,Jurema,4683,1 - Até 5000
2205540,NE,22,PI,Lagoinha do Piauí,2796,1 - Até 5000
2205557,NE,22,PI,Lagoa Alegre,8395,2 - 5001 até 10000
2205565,NE,22,PI,Lagoa do Barro do Piauí,4582,1 - Até 5000
2205573,NE,22,PI,Lagoa de São Francisco,6646,2 - 5001 até 10000
2205581,NE,22,PI,Lagoa do Piauí,3996,1 - Até 5000
2205599,NE,22,PI,Lagoa do Sítio,5087,2 - 5001 até 10000
2205607,NE,22,PI,Landri Sales,5217,2 - 5001 até 10000
2205706,NE,22,PI,Luís Correia,29792,4 - 20001 até 50000
2205805,NE,22,PI,Luzilândia,25082,4 - 20001 até 50000
2205854,NE,22,PI,Madeiro,8170,2 - 5001 até 10000
2205904,NE,22,PI,Manoel Emídio,5266,2 - 5001 até 10000
